id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,application_type
1069559,1304634,6000,6000,6000, 36 months,11.71,198.46,B,B3,bmg-educational,1 year,RENT,76000,Not Verified,Dec-11,Charged Off,n,major_purchase,cash,900xx,CA,2.4,0,Jun-01,1,,,7,0,5963,29.7,7,f,0,0,2050.14,2050.14,1305.58,475.25,0,269.31,2.57,Oct-12,198.46,Mar-13,INDIVIDUAL
1069697,1273773,15000,15000,15000, 36 months,9.91,483.38,B,B1,Winfield Pathology Consultants,2 years,MORTGAGE,92000,Verified,Dec-11,Fully Paid,n,credit_card,No more credit card debt!,605xx,IL,29.44,0,Feb-02,0,,,8,0,13707,93.9,31,f,0,0,15823.48,15823.48,15000,823.48,0,0,0,Sep-12,2447.05,Sep-12,INDIVIDUAL
1069800,1304679,15000,15000,8725, 36 months,14.27,514.64,C,C2,nyc transit,9 years,RENT,60000,Not Verified,Dec-11,Charged Off,n,debt_consolidation,consolidation,103xx,NY,15.22,0,Oct-03,1,,,7,0,5872,57.6,11,f,0,0,0,0,0,0,0,0,0,,0,Jan-16,INDIVIDUAL
1069657,1304764,5000,5000,5000, 60 months,16.77,123.65,D,D2,Frito Lay,2 years,RENT,50004,Not Verified,Dec-11,Charged Off,n,other,Other,150xx,PA,13.97,3,Oct-03,0,20,,14,0,4345,59.5,22,f,0,0,1609.12,1609.12,629.05,719.11,0,260.96,2.3,Dec-12,123.65,May-13,INDIVIDUAL
1069799,1304678,4000,4000,4000, 36 months,11.71,132.31,B,B3,Shands Hospital at the University of Fl,10+ years,MORTGAGE,106000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,326xx,FL,5.63,1,Aug-84,0,18,,12,0,6110,37.7,44,f,0,0,4484.79,4484.79,4000,484.79,0,0,0,Apr-13,2638.77,Jan-16,INDIVIDUAL
1047704,1278806,8500,8500,8500, 36 months,11.71,281.15,B,B3,Oakridge homes,< 1 year,RENT,25000,Source Verified,Dec-11,Fully Paid,n,credit_card,Credit card repayment loan,564xx,MN,12.19,0,Nov-06,0,,,8,0,6441,59.1,12,f,0,0,10122.20861,10122.21,8500,1622.21,0,0,0,Dec-14,581.59,Jan-15,INDIVIDUAL
1032111,1261745,4375,4375,4375, 36 months,7.51,136.11,A,A3,,7 years,MORTGAGE,17108,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,141xx,NY,20.34,0,Dec-87,0,,,6,0,11210,86.9,12,f,0,0,4898.543558,4898.54,4375,523.54,0,0,0,Jan-15,144.94,Dec-14,INDIVIDUAL
1069539,1304608,31825,31825,31825, 36 months,7.9,995.82,A,A4,Audubon Mutual Housing Corporation,5 years,MORTGAGE,75000,Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,080xx,NJ,14.03,0,Nov-81,0,,,12,0,23151,27.4,26,f,0,0,34886.08,34886.08,31825,3061.08,0,0,0,Aug-13,16966.7,Oct-15,INDIVIDUAL
1065420,1299514,10000,10000,9975, 60 months,15.96,242.97,C,C5,US Legal Support,2 years,RENT,29120,Verified,Dec-11,Current,n,debt_consolidation,Brown Eyes Loan,330xx,FL,22.83,0,Feb-97,1,68,,11,0,16158,63.6,31,f,2695.31,2688.53,11622.36,11593.4,7304.67,4317.69,0,0,0,Jan-16,242.97,Jan-16,INDIVIDUAL
1069591,1304289,5000,5000,5000, 36 months,8.9,158.77,A,A5,Good Samaritan Society,2 years,RENT,24044,Verified,Dec-11,Fully Paid,n,debt_consolidation,Consolidation,974xx,OR,11.93,0,Apr-05,0,45,,8,0,2224,29.3,16,f,0,0,5714.592129,5714.59,5000,714.59,0,0,0,Jan-15,163.64,Jan-16,INDIVIDUAL
1069530,1291365,7000,7000,7000, 36 months,15.96,245.97,C,C5,GREG BARRETT DRYWALL,7 years,RENT,34000,Source Verified,Dec-11,Fully Paid,n,credit_card,Credit Card Loan,934xx,CA,6.35,0,Oct-07,1,,,6,0,6113,60.5,6,f,0,0,8848.94043,8848.94,7000,1848.94,0,0,0,Jan-15,260.74,Dec-14,INDIVIDUAL
1069522,1304589,12400,12400,12400, 36 months,10.65,403.91,B,B2,Sharp Lawn Inc.,10+ years,RENT,41000,Not Verified,Dec-11,Fully Paid,n,credit_card,December 2011 Credit Card Loan,405xx,KY,11.8,0,Jul-05,2,,,9,0,11095,57.2,12,f,0,0,14537.45953,14537.46,12400,2137.46,0,0,0,Jan-15,417.61,Dec-14,INDIVIDUAL
1069361,1304255,10800,10800,10800, 36 months,9.91,348.03,B,B1,Department of Justice,2 years,RENT,55596,Source Verified,Dec-11,Fully Paid,n,moving,Moving to better job; help a veteran!,946xx,CA,5.5,0,Dec-00,0,,,7,0,2535,13.3,18,f,0,0,12157.2,12157.2,10800,1357.2,0,0,0,Nov-13,3483.79,Jan-16,INDIVIDUAL
1069357,1304251,15000,15000,15000, 36 months,7.9,469.36,A,A4,Gateway Hospice,1 year,RENT,45000,Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,445xx,OH,8.48,0,Nov-04,0,,,7,0,6704,50.4,27,f,0,0,16662.6,16662.6,15000,1662.6,0,0,0,Jan-14,5872.8,Jan-16,INDIVIDUAL
1069356,1304250,6000,6000,6000, 36 months,12.42,200.5,B,B4,Cox Communications,1 year,RENT,36852,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,Credit Card Consolidation,850xx,AZ,10.62,0,Apr-07,1,,,7,0,7310,66.5,12,f,0,0,7125.283165,7125.28,6000,1125.28,0,0,0,Apr-14,1923.53,Jan-16,INDIVIDUAL
1069346,1304237,12500,12500,12475, 60 months,12.69,282.44,B,B5,United States Infrastructure Corporation,1 year,RENT,27000,Verified,Dec-11,Current,n,debt_consolidation,Credit card debt,604xx,IL,16.04,0,Dec-01,3,,,6,0,10143,50,24,f,3193.13,3186.72,13506.54,13479.58,9306.87,4199.67,0,0,0,Jan-16,282.44,Jan-16,INDIVIDUAL
1067573,1301955,9600,9600,9600, 36 months,7.51,298.67,A,A3,Nucor Building Systems,4 years,RENT,68004,Source Verified,Dec-11,Fully Paid,n,other,Other Loan,292xx,SC,6.63,0,Jan-03,0,,,6,0,2896,18.1,11,f,0,0,10749.76265,10749.76,9600,1149.76,0,0,0,Jan-15,311.56,Dec-14,INDIVIDUAL
1069506,1304567,12000,12000,12000, 36 months,7.9,375.49,A,A4,John Wiley Jr.,10+ years,RENT,62300,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,088xx,NJ,16.7,0,Mar-94,0,38,,15,0,8601,21,25,f,0,0,13516.38296,13516.38,12000,1516.38,0,0,0,Jan-15,380.98,Sep-15,INDIVIDUAL
1069314,1304202,3000,3000,3000, 36 months,18.25,108.84,D,D5,,9 years,MORTGAGE,65000,Not Verified,Dec-11,Fully Paid,n,other,Year End Cleanup,180xx,PA,17.39,0,Sep-98,0,,,8,0,43936,98.1,22,f,0,0,3915.027595,3915.03,3000,915.03,0,0,0,Jan-15,115.38,Jan-16,INDIVIDUAL
1060578,1292332,4400,4400,4400, 36 months,16.77,156.37,D,D2,citizens bank,10+ years,RENT,55000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,debt,029xx,RI,20.01,0,Jun-04,0,,,7,0,25237,99,11,f,0,0,5626.892655,5626.89,4400,1226.89,0,0,0,Jan-15,162.44,Dec-15,INDIVIDUAL
1069469,1304526,6000,6000,6000, 36 months,6.03,182.62,A,A1,"Stewart Enterprises, Inc.",10+ years,MORTGAGE,45600,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt-Consolidation ,700xx,LA,5.34,0,Nov-95,1,,,6,0,3378,32.5,28,f,0,0,6065.86,6065.86,6000,65.86,0,0,0,Jul-12,15.01,Jun-12,INDIVIDUAL
1051117,1282787,14000,14000,14000, 36 months,9.91,451.15,B,B1,golfers warehouse,6 years,RENT,80000,Not Verified,Dec-11,Fully Paid,n,small_business,Small Business Loan,010xx,MA,10,0,Jul-99,1,45,,7,0,2219,13.4,40,f,0,0,16239.91413,16239.91,14000,2239.91,0,0,0,Jan-15,457.91,Jan-16,INDIVIDUAL
1069465,1304521,5000,5000,5000, 36 months,8.9,158.77,A,A5,STERIS Corporation,10+ years,MORTGAGE,100000,Source Verified,Dec-11,Charged Off,n,debt_consolidation,Debt Consolidation for a better life,441xx,OH,16.33,0,Jun-95,0,,,17,0,74351,62.1,35,f,0,0,5021.37,5021.37,4217.38,696.99,0,107,1.07,Aug-14,158.77,Dec-14,INDIVIDUAL
1069283,1304166,10000,10000,10000, 36 months,10.65,325.74,B,B2,Costco Wholesale Corp.,6 years,RENT,27000,Verified,Dec-11,Fully Paid,n,other,Other Loan,104xx,NY,11.47,0,Nov-06,0,,,7,0,7814,52.3,10,f,0,0,11724.56774,11724.57,10000,1724.57,0,0,0,Jan-15,332.92,Jan-16,INDIVIDUAL
1069287,1304171,10000,10000,10000, 36 months,6.03,304.36,A,A1,Helicoil,10+ years,RENT,60000,Not Verified,Dec-11,Fully Paid,n,credit_card,Credit Card Loan,067xx,CT,12.74,0,Sep-92,1,,,11,0,14019,19.5,18,f,0,0,10282.67,10282.67,10000,282.67,0,0,0,Jul-12,8762.05,Jan-16,INDIVIDUAL
1069453,1303701,11000,11000,11000, 36 months,6.62,337.75,A,A2,cognizant technology solutions,5 years,RENT,70000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolitation ,061xx,CT,10.85,0,Jan-02,0,,,5,0,11638,36.4,7,f,0,0,12157.38005,12157.38,11000,1157.38,0,0,0,Jan-15,346.13,Jan-16,INDIVIDUAL
1069248,1304123,15000,15000,15000, 36 months,9.91,483.38,B,B1,Caterpillar Inc.,8 years,MORTGAGE,80000,Not Verified,Dec-11,Charged Off,n,debt_consolidation,Debt Consolidation Loan,616xx,IL,9.12,0,Apr-92,2,,,9,0,11845,63.7,28,f,0,0,16177.77,16177.77,13556.45,2374.34,24.17,222.81,36.3708,Oct-14,483.38,Mar-15,INDIVIDUAL
1068120,1302485,25600,25600,25350, 36 months,9.91,824.96,B,B1,City of Santa Monica ,9 years,RENT,110000,Verified,Dec-11,Fully Paid,n,credit_card,Credit card refinance loan,913xx,CA,15.71,0,Jul-99,0,,,11,0,26088,62,27,f,0,0,29695.62268,29405.63,25600,4095.62,0,0,0,Jan-15,838.27,Jan-16,INDIVIDUAL
1069244,1304117,7000,7000,7000, 36 months,10.65,228.02,B,B2,Aerotek Scientific,< 1 year,RENT,40000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Loan 12142011,947xx,CA,7.38,0,Apr-04,0,,,7,0,12168,92.9,12,f,0,0,8205.473816,8205.47,7000,1205.47,0,0,0,Jan-15,240.27,Dec-14,INDIVIDUAL
1069243,1304116,12000,12000,12000, 36 months,15.96,421.65,C,C5,Chemat Technology Inc,4 years,RENT,50000,Not Verified,Dec-11,Charged Off,n,car,Car Loan,914xx,CA,20.88,0,Oct-06,2,,,11,0,15793,90.8,11,f,0,0,3521.95,3521.95,1903.66,1039.35,0,578.94,5.49,Aug-12,421.65,Dec-12,INDIVIDUAL
1069238,1303909,12000,12000,12000, 36 months,9.91,386.7,B,B1,Scott & White,1 year,RENT,46000,Not Verified,Dec-11,Fully Paid,n,credit_card,Credit Cards,765xx,TX,8.11,0,May-00,1,,,11,0,12143,52.1,12,f,0,0,13748.21311,13748.21,12000,1748.21,0,0,0,Jul-14,964.73,Jul-14,INDIVIDUAL
1069410,1303652,21000,21000,20975, 60 months,19.91,555.33,E,E4,Costco,7 years,RENT,50000,Verified,Dec-11,Charged Off,n,debt_consolidation, Bill pay of,980xx,WA,21.58,0,Sep-98,1,,,7,0,19448,97.6,14,f,0,0,18319.14,18297.35,8990.81,9328.33,0,0,0,Oct-14,555.33,Jan-16,INDIVIDUAL
1068409,1302790,16000,16000,15950, 60 months,19.91,423.11,E,E4,CA Technologies,7 years,RENT,81000,Verified,Dec-11,Fully Paid,n,credit_card,refinance debt,017xx,MA,20.52,0,Dec-98,3,,,12,0,27884,75.1,21,f,0,0,20876.1,20810.87,16000,4876.1,0,0,0,Oct-13,9931.02,Jan-16,INDIVIDUAL
1068487,1302882,10000,10000,10000, 36 months,12.42,334.16,B,B4,Netflix,< 1 year,OWN,39000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,972xx,OR,18.58,0,Dec-04,0,,,5,0,12874,72.7,10,f,0,0,11474.76,11474.76,10000,1474.76,0,0,0,Jul-13,5803.94,Mar-15,INDIVIDUAL
1043961,1274517,10000,10000,10000, 36 months,10.65,325.74,B,B2,DCAA,2 years,RENT,51400,Not Verified,Dec-11,Fully Paid,n,credit_card,My End to Bad Spending Habits Plan,752xx,TX,19.14,0,Oct-00,3,,,10,0,10160,59.1,24,f,0,0,10575.94,10575.94,10000,575.94,0,0,0,Aug-12,8627.74,Sep-14,INDIVIDUAL
1068945,1287308,7100,7100,7100, 36 months,16.77,252.33,D,D2,Triple D security ,1 year,MORTGAGE,33000,Verified,Dec-11,Fully Paid,n,debt_consolidation,To pay of all debt,787xx,TX,24,0,Apr-07,2,,,4,0,6021,91.2,8,f,0,0,9079.334843,9079.33,7100,1979.33,0,0,0,Jan-15,262.78,Jan-16,INDIVIDUAL
1069142,1287810,13000,13000,13000, 60 months,12.69,293.74,B,B5,wrisco,< 1 year,MORTGAGE,30000,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,077xx,NJ,13.72,0,May-02,0,,,17,0,17080,58.9,27,f,0,0,17402.23999,17402.24,13000,4402.24,0,0,0,Jan-16,3596.46,Jan-16,INDIVIDUAL
1068934,1277395,17500,8950,8925, 60 months,17.27,223.74,D,D3,,6 years,RENT,40000,Verified,Dec-11,Current,n,small_business,Start Up,951xx,CA,19.47,0,May-06,1,,,5,0,10724,58.9,6,f,2462.25,2455.34,10713.52,10683.65,6487.75,4225.77,0,0,0,Jan-16,223.74,Jan-16,INDIVIDUAL
1069136,1278095,17675,17675,17675, 60 months,14.65,417.25,C,C3,webb candy,< 1 year,RENT,50000,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,540xx,WI,16.46,0,Jul-02,2,,,6,0,6661,57.4,14,f,0,0,21323.43,21323.43,17675,3648.43,0,0,0,Aug-13,13814.81,Feb-14,INDIVIDUAL
1068923,1303549,8000,8000,8000, 36 months,16.77,284.31,D,D2,Omniplex ,< 1 year,RENT,62000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,225xx,VA,21.64,0,Jul-06,3,,,14,0,6088,66.9,20,f,0,0,10267.26214,10267.26,8000,2252.27,14.98883533,0,0,Dec-14,606.54,Jan-16,INDIVIDUAL
1069126,1303778,10000,10000,9975, 60 months,10.65,215.69,B,B2,CEC ENTERTAINMENT INC,10+ years,RENT,45996,Verified,Dec-11,Charged Off,n,debt_consolidation,Consolidation,440xx,OH,21.73,0,May-97,1,,,7,0,11170,30.1,15,f,0,0,8772.91,8751.08,5495.38,2429.23,1,847.3,152.514,Apr-15,1,Jun-15,INDIVIDUAL
1069102,1303750,3500,3500,3500, 36 months,10.65,114.01,B,B2,CPI,7 years,MORTGAGE,55000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,blessings,437xx,OH,5.39,0,Oct-05,1,,,9,0,6611,45.9,12,f,0,0,4103.168128,4103.17,3500,603.17,0,0,0,Jan-15,118.32,Dec-14,INDIVIDUAL
1069093,1303740,12500,8925,8925, 60 months,17.27,223.11,D,D3,grandma kitchen,5 years,RENT,30000,Source Verified,Dec-11,Charged Off,n,debt_consolidation,allen,559xx,MN,13.16,0,Apr-95,0,,113,7,1,9844,70.8,28,f,0,0,5577.75,5577.75,2812.82,2742.43,0,22.5,0,Feb-14,223.11,Jan-16,INDIVIDUAL
1069030,1303473,16425,16425,16425, 36 months,14.27,563.53,C,C2,"Gen-Probe, Inc",4 years,RENT,44544,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,New Start,921xx,CA,22.71,0,Oct-02,1,,,10,0,15747,83.4,18,f,0,0,18172.71,18172.71,16425,1747.71,0,0,0,Nov-12,13108.71,Jul-15,INDIVIDUAL
1068906,1303528,8200,8200,8200, 60 months,21.28,223.14,F,F2,autozone,4 years,RENT,75000,Source Verified,Dec-11,Charged Off,n,small_business,Small_Business Loan,912xx,CA,12.48,0,Jan-00,3,,,6,0,9012,73.9,11,f,0,0,4173.57,4173.57,1525.83,2265.85,0,381.89,3.6,Jun-13,223.14,Oct-13,INDIVIDUAL
1069073,1303718,15000,15000,15000, 36 months,14.65,517.42,C,C3,USAF Civil Service,2 years,OWN,61000,Verified,Dec-11,Fully Paid,n,credit_card,Credit Refinance,325xx,FL,11.88,0,Jun-04,1,,,8,0,19397,79.5,18,f,0,0,18562.40042,18562.4,15000,3562.4,0,0,0,Sep-14,2533.38,Jan-16,INDIVIDUAL
1069043,1303486,20975,13575,13550, 60 months,17.58,341.63,D,D4,Dollar Tree Stores,5 years,MORTGAGE,44000,Verified,Dec-11,Fully Paid,n,credit_card,Refinance Loan,300xx,GA,18.79,0,Apr-00,0,,105,13,1,20657,79.4,21,f,0,0,18097.34458,18064.1,13575,4522.34,0,0,0,Apr-14,9245.21,Apr-14,INDIVIDUAL
1060981,1292558,6400,6400,6400, 36 months,16.77,227.45,D,D2,"Riverside County, California",5 years,RENT,75000,Not Verified,Dec-11,Charged Off,n,debt_consolidation,Help,923xx,CA,20.22,0,Dec-94,0,48,,9,0,7159,67.5,27,f,0,0,4776.45,4776.45,3334.25,1431.91,0,10.29,0,Oct-13,227.45,Jan-16,INDIVIDUAL
1069071,1303716,3000,3000,3000, 36 months,13.49,101.8,C,C1,Insight Card Services,1 year,RENT,33600,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Credit Card Consolidation,352xx,AL,18.11,0,Oct-05,0,41,,4,0,2745,83.2,7,f,0,0,3246.8,3246.8,3000,246.8,0,0,0,Sep-12,2539.58,Jan-15,INDIVIDUAL
